language,tongue twister,translation
Spanish trabalenguas,"Un podador podaba la parra y otro podador que por allí pasaba le preguntó: Podador que podas la parra. ¿Qué parra podas? ¿Podas mi parra o tu parra podas? Ni podo tu parra, ni mi parra podo, que podo la parra de mi tío Bartolo."," A pruner was pruning a grapevine and another pruner that passed by there
asked him: ""Pruner that prunes the grapevine, What grapevine do you
prune?"" ""Do you prune my grapevine or your grapevine do you prune?""
Neither do I prune your grapevine, nor my grapevine; that of my Uncle
Bartholomew I prune.
"
Spanish trabalenguas,"Con un cuchillo de acero te descorazonaré, el que te descorazona descorazonador será."," With a steel knife your heart will be taken out, he who takes out your heart will be he-who-takes-out-hearts."
Spanish trabalenguas,"Los hombres con hambre hombre, abren sus hombros hombrunos sin dejar de ser hombres con hambre hombre hombruno. Si tú eres un hombre con hambre hombre hombruno, pues dí que eres un hombre com hambre y no cualquier hombre hombruno sino un hombre con hombros muy hombre, hombre.",
Spanish trabalenguas,"Treinta y tres tramos de troncos trozaron tres tristes trozadores de troncos y triplicaron su trabajo, triplicando su trabajo de trozar troncos y troncos."," Thirty three sections of logs split three sad log splitters and trippled their work, trippling their work of splitting logs and logs."
Spanish trabalenguas,Yo vi en un huerto un cuervo cruento comerse el cuero del cuerpo del puerco muerto., I saw in the orchard a bloody crow eating the hide of the body of the dead pig.
Spanish trabalenguas,De generación en generación las generaciones se degeneran con mayor degeneración., From generation to generation the generations degenerate with more degeneracy.
Spanish trabalenguas,Platicando placidamente en la plateada planicie de la playa se oía el plañir plañidero plañiendo. El que escuche el plañir plañidero plañiendo será un gran plañiador., Chatting placidly on the silvered plane of the beach one heard the mourning mourner mourning. He who listens to the mourning mourner mourning will be one greatly mourned. (plañidero = professional mourner)
Spanish trabalenguas,"No me mires, que miran que nos miramos, y verán en tus ojos que nos amamos. No nos miremos,  que cuando no nos miren nos miraremos."," Don't look at me, for if they see that we are looking at each other, and they will see in your eyes that we love each other. Let's not look at each other, so that when they don't look at us we will look at each other."
Spanish trabalenguas,"María Chuchena su techo techaba, y un techador le pregunta: ""¿Que techas Maria Chuchena? O techas tu choza o techas la ajena?"" ""No techo mi choza ni techo la ajena.  Yo techo el techo de María Chuchena."," María Chuchena was thatching her roof, and a thatcher asks: What ar you thatching María Chuchena, are you thatching your cottage or somebody elses? I'm not thatching my cottage nor somebody elses, I'm thatching the roof of María Chuchena."
Spanish trabalenguas,"Comí cacahuates, me encacahaticé, ahora para desencacahatizarme, cómo me desencacahatizaré.", about eating peanuts
Spanish trabalenguas,"Comí chirimoyas, me enchirimoyé, ahora para desenchirimoyarme, cómo me desenchirimoyaré.", about eating a chilean fruit from Quillota (a place)
Spanish trabalenguas,Juan junta juncos junto a la zanja., Juan is binding reeds by the ditch.
Spanish trabalenguas,"Un parangaricutirimicuarano quería parangaricutirimicuarar, y el que parangaricutirimicuare será un parangaricutirimicuarizador.",
Spanish trabalenguas,"El pato le dijo a la pata. Pata pa'ti traigo patas arriba la pata de un pato patón. Patón pati-largo, patón como tú. Le tiró la pata el pato a la pata y la pata cogió al pobre pato a pata.",
Spanish trabalenguas,Dábale arroz a la zorra el abad., The abbot gave rice to the fox.
Spanish trabalenguas,"En la plaza de Constantinopla había una esquina, en la esquina una casa, en la casa un balcón, en el balcón una estaca, en la estaca una lora. La lora está en la estaca en el balcón de la casa en la esquina de la plaza de Constantinopla."," In the plaza of Constantinople there was a corner, on the corner a house, on the house a balcony, on the balcony a post, on the post a parrot. The parrot is on the post, on the balcony, on the house on the corner of the
plaza in Constantinople."
Spanish trabalenguas,"Supercalifragilisticoespiralidoso, aunque al oirlo hablar se te hace medio enredoso, si lo dices con humor sera mas fabuloso, supercalifragilisticoespiralidoso",
Spanish trabalenguas,"Una pájara peca, meca, derga, andorga, cucurruchaca, coja y sorda, tiene unos pajaritos pecos, mecos, dergos, andorgos, cucurruchacos, cojos y sordos, si esta pájara no fuera peca, meca, andorga, cucurruchaca, coja y sorda, no tuviera los pajaritos pecos, mecos, dergos, andorgos, cucuruchacos, cojos y sordos!",
Spanish trabalenguas,"Yo tengo una gallina pinta, piririnca, piriranca, rubia y titiblanca, esta gallina tiene unos pollitos pintos, piririncos, pirirancos, rubios y titiblancos, si esta gallina no fuera pinta, piririnca, piriranca, rubia y titiblanca, no tuviera los pollitos, pintos piririncos, pirirancos, rubios y titiblancos!",
Spanish trabalenguas,Una cacatrepa trepa tiene tres cacatrepitos. Cuando la cacatrepa trepa trepan los tres cacatrepitos., A caterpillar that climbs has three baby caterpillars. When the caterpillar climbs the baby caterpillars climb.
Spanish trabalenguas,Otorrinolaringólogo trabaja en la otorrinolaringología., Otorhinolaryngologist works in otorhinolaryngology.
Spanish trabalenguas,"El tomatero Matute mató al matutero Mota porque Mota el matutero tomó de su tomatera un tomate. Por eso, por un tomate, mató el tomatero Matute al matutero Mota."," The tomato farmer Matute killed the smuggler Mot becaus Mota the smuggler took a tomato from the tomato field. Because of one tomate, the tomato farmer Matute killed the smuggler Mota."
Spanish trabalenguas,"Tengo una tablita bien entarbintantinguladorsita. El que la destarabintantingulare, sera buen destarabintantingulador.", Nonsense sentence
Spanish trabalenguas,"Estaba en el bosque Francisco buscando a un bizco vasco tan brusco, que al verlo le dijo a un chusco: ""Busco al vasco bizco brusco."""," Francisco was in the forest looking for a cross-eyed Basque so brusque, that upon seeing him he said to a mongrel ""I'm looking for the cross-eyed
brusque Basque."""
Spanish trabalenguas,Debajo del puente de Guadalajara hay quatro guadalajarios que guadalajéan debajo del agua.," Under the bridge of Guadalajara there are four people from Gaudalajara who are ""guadalajazing"" under the water."
Spanish trabalenguas,Llega Galo al lago y liga luego al lego de Lugo muy largo en lengua que al lago llega tras luengas leguas.," Galo arrive at the lake and join later Lugo the ignorant tattler, who arrived at the lake from very far."
Spanish trabalenguas,Tres pollos bolos peludos. Tres peludos pollos bolos., Three chickens round feathered. Three feathered chickens round.
Spanish trabalenguas,"Un burro comía berros y el perro se los robó, el burro lanzó un rebuzno, y el perro al barro cayó."," A donkey ate some grass and the dog stole it, the donkey got angry and the dog fell into the mud."
Spanish trabalenguas,"Yo tenía una gata etica peletica pelada peluda con rabo lanudo, que tenía tres gatos eticos peleticos pelados peludos con rabos lanudos. Si la gata no fuese etica peletica pelada peluda con rabo lanudo, los gatitos no fuesen eticos peletcos pelados peludos con rabo lanudo.", Popular nonsense sentences about cats and kittens
Spanish trabalenguas,"¿Cómo en Como come Ud?, ¿Cómo, que cómo como en Como, como en Como como en Como como, como en Como como en Como come Ud."," How do you eat in Como (lake in northern Italy)?, What? How I eat in Como? I eat in Como as I eat in Como, I eat in Como as you eat in Como."
Spanish trabalenguas,Parangaricutirimicuaro,
Spanish trabalenguas,Una amiga gordita amigajonadita., A fat fluffy girlfriend
Spanish trabalenguas,"Camarón, caramelo, camarón, caramelo, camarón, caramelo,..."," Crayfish (shrimp), caramel"
Spanish trabalenguas,"Si el caracol tuviera cara como tiene el caracol, fuera cara, fuera col, fuera caracol con cara."," If the snail had a face as it has a spiral, (it) would be a face, would be a cabbage, would be a snail with a face."
Spanish trabalenguas,Que col colosal colocó en aquel local el loco aquél. Que colosal col colocó el loco aquél en aquel local., What a colossal cauliflower that crazy man put in that place. What a colossal cauliflower that crazy man put in that place.
Spanish trabalenguas,"Mi mamá me mima, y yo mimo a mi mamá."," My mother spoils me, and I spoil my mother."
Spanish trabalenguas,"Parra tenía una perra. Guerra tenía una parra. La perra de Parra subió a la parra de Guerra. Guerra pegó con la porra a la perra de Parra. Y Parra le dijo a Guerra: -¿Por qué ha pegado Guerra con la porra a la perra de Parra? Y Guerra le contestó: -Si la perra de Parra no hubiera subido a la parra de Guerra, Guerra no hubiese pegado con la porra a la perra de Parra."," Parra had a dog, Guerra had a grapevine. Parra's dog climbed on Guerra's grapevine. Guerra hit Parra's dog with a club. And Parra said to Guerra: ""Why has Guerra hit Parra's dog with a club?"" And Guerra answered: ""If Parra's dog wouldn't have climbed on the grapevine of Guerra, Guerra wouldn't have hit Parra's dog with a club."
Spanish trabalenguas,"Rosa Rizo resa ruso, ruso reza Rosa Rizo"," Rosa Rizo prays in Russian, in Russian prays Rosa Rizo"
Spanish trabalenguas,"En Pinto, Juan Ponte el quinto, por la pintura despunta, y al puente de punta a punta pinta al punto Ponte en Pinto."," In Pinto, Juan Pont the fifth, outstanding for his painting, and is painting the point of Punto in Pinto from end to end at the bridge."
Spanish trabalenguas,"El perro de Rosa y Roque no tiene rabo, porque Ramón Ramírez se lo ha cortado."," The dog of Rosa and Roque doesn't have a tail, because Ramon Ramirez has cut it off."
Spanish trabalenguas,"Las papas que pelan Paca y Pola las pone Pepe, poco a poco, en pilas."," The potatoes that Paca and Pola are pealing, Pepe is putting, little by little, in piles."
Spanish trabalenguas,La sucesión sucesiva de sucesos sucede sucesivamente con la sucesión del tiempo., The sequence of success follows in sequence with the passing of time.
Spanish trabalenguas,Como dice el viejo dicho y ese dicho yo lo he dicho que diciendo lo del dicho que me han dicho dicho a sido el dicho aquel:," As the old saying says, and that saying I have said, that saying that saying that they have said, said it be: That first prepare the paprika to pepper my first food, and when it is peppered, I will prepare myself to begin to greedily swallow the first peppered food."
Spanish trabalenguas,¿Cuánta madera roería un roedor si los roedores royeran madera?," How much wood would a rodent gnaw, if rodents would gnaw wood?"
Spanish trabalenguas,Desavecindarme quiero de mi desavecindación.," avecindar = to register a person as a resident, avecindarse = to become a resident (inhabitant), desavecindarse = to abandon the resident status."
Spanish trabalenguas,Jaime baja la jaula., James lowers the cage.
Spanish trabalenguas,"Si yo como como como, y tu comes como comes. ¿Cómo comes como como? Si yo como como como."," If I eat as I eat, and you eat as you eat. How do you eat as I eat? When I eat as I eat."
Spanish trabalenguas,"Un viejo trigeminado, quié lo trigeminaría Aquel que lo trigeminó, buen trigeminador sería. Que no trigemine más viejo, porque si no se armará la gran desconflautasatirotrigéminodesmondongación.", (?)
Spanish trabalenguas,Tras el triple trapecio de Trípoli trepaban trigonométricamente tres triste triunviros trogloditas trastocados y traspuestos por el tremendo tretralcatrapense.," Behind the triple trapeze from Tripoli, climbed trigonomically three sad triumviri, troglodytes, mixed up and transplanted, by/for the tremendous tretralcatrapense."
Spanish trabalenguas,"Mi caballo pisa paja, paja pisa mi caballo."," My horse steps on hay, hay is stepped on by my horse."
Spanish trabalenguas,"Ese bobo vino nunca beber debe, vida boba y breve vivirá si bebe."," This fool never should drink wine, a short and dumb life he will live if he drinks."
Spanish trabalenguas,Riqui tiqui tembo nosarembo cherri berri rucci quiperipembo.," Name used in the book Tikki Tikki Tembo by Arlene Mosel, claimed to be a Chinese name ""Tikki tikki tembo-no sa rembo-chari bari ruchi-pip peri pembo"" meaning ""the most wonderful thing in the whole wide world""."
Spanish trabalenguas,"Una capa trepa-trepa cuatro capas de trapito. Cuando la capa trepa-trepa, trepan-trepan cuatro capas de trapito."," A cloak climbs-climbs four layers of rags. When the cloak climbs-climbs, four layers of rags climb-climb."
Spanish trabalenguas,¡Los mariscos amarillescos son muy deliciosos!, The yellowish seafood is very delicious!
Spanish trabalenguas,Pedro Perez peluquero prefiere peines Piramide por que peines Piramide peinan perfectamente. Prefiera peines Piramide!, Pedro Perez barber prefers Piramid combs because Piramid combs comb perfectly. You should prefer (ask for) Piramid!
Spanish trabalenguas,Paco Pino Ponte Pascual Pérez pinta pinturas preciosas para personas pudientes. Para pobres pinta poco porque pagan poco precio., Paco Pino Ponte Pascual Perez paints precious paintings for wealthy people. For the poor he paints little because they pay low prices.
Spanish trabalenguas,Pepe puso un peso en el piso del pozo. En el piso del pozo Pepe puso un peso., Pepe put a peso on the bottom of the well. On the bottom of the well Pepe put a peso.
Spanish trabalenguas,Fenildimetilpirazolonmetilaminometanfulfonato sodico, Sodic phenyldimethylphyrazolonmetyilaminomethansulphonate
Spanish trabalenguas,¡Esmerílemelo!, Polish it for me!
Spanish trabalenguas,Jorge el cerrajero vende cerrajes en la cerrajería., George the locksmith sells locks in the locksmith.
Spanish trabalenguas,"Tengo una puerca pescuesicrespa con sus puerquitos pescuesicrespitos. Pues que si, pescuesicrespa la puerca; pues que si, pescuesicrespitos los puerquitos hijos de la pescuesicrespa puerca."," I have a curly-necked female pig with it's curly-necked piglets. So, if she's a curly-necked female pig, so, if they're curly-necked piglets, children of the curly-necked female pig."
Spanish trabalenguas,"Si tu eres tu, y yo soy yo, quien es el mas tonto de los dos?"," If you are you and I am I, which one of us is the stupidist of us?"
Spanish trabalenguas,"Porque puedo, puede, porque puedes, puedo. pero si no puedes, yo tampoco puedo."," Because I can you can, because you can I can. But, if you can't neither can I."
Spanish trabalenguas,"Compré pocas copas, pocas copas compré y como compré pocas copas, pocas copas pagué."," I bought few glasses (of beer or wine), few glasses I bought, as I only bought a few glasses I only payed for a few."
Spanish trabalenguas,"El amor es una locura que solo el cura lo cura, pero el cura que lo cura comete una gran locura."," Love is a crazy thing that only a priest can cure, but the priest who cures it comits a great error."
Spanish trabalenguas,"Hoy ya es ayer y ayer ya es hoy, ya llegó el dia, y hoy es hoy."," Today already is yesterday, and yesterday is today, the day has already arrived and today is today."
Spanish trabalenguas,En casa de paranguaricutirimicuaro mataron a paranguaricutirimicuador. El que lo desparanguaricutirimicue primero buen desparanguaricutirimicuador será.,
Spanish trabalenguas,"Si tu gusto gustara del gusto que mi gusto gusta, mi gusto también gustará del gusto que tu gusto gusta. Pero como tu gusto no gusta del gusto que mi gusto gusta, mi gusto tampoco gusta del gusto que tu gusto gusta."," If your taste would taste what my taste tastes, my taste will taste what your taste is tasting. But since your taste isn't tsting what my taste is tasting, my taste will neither taste the taste your taste is tasting."
Spanish trabalenguas,Pabla le dió con el palo a Pablo y Pablo le dió con la tabla a Pabla., Pabla hit Pablo with a stick and Pablo hit Pabla with a board.
Spanish trabalenguas,Este pocillo se me desnarizorejó., This tankard has smelled out.
Spanish trabalenguas,Corazón de la recorazonería.,
Spanish trabalenguas,El rey de Constantinopla quiere desconstantinopolizarse. El desconstantinopolizador que lo desconstantinopolize buen desconstantinopolizador será.," The king of Constantinople wants to be un-constantinopolized. Whoever unconstantinopolizes him, a good un-constantinopolizer will be."
Spanish trabalenguas,Los cojines de la Reina. Los cajones del Sultán. ¡Qué cojines! ¡Qué cajones! ¿En qué cajonera van?, The Queen's cushions. The Sultan's boxes. What cushions! What boxes! In what box do they go?
Spanish trabalenguas,¿Cómo que cómo como? ¡Como como como!, How do you mean how I eat? I eat like I eat!
Spanish trabalenguas,Cómo quieres que te quiera si el que quiero que me quiera no me quiere como quiero que me quiera., How do you want me to like you if the one I want to like me doesn't like me as I want him to like me. French: Comment veux-tu que je t'aime si celui que je veux qui m'aime ne m'aime pas comme je voudrais qu'il m'aime.
Spanish trabalenguas,"Erre con ""erre"" cigarro, ""erre"" con ""erre"" barril. Rápido corren los carros, Cargados de azucar del ferrocarril."," R with an ""R"", cigar. ""R"" with an ""R"", barrel. Rapid run the cars (of the train) loaded with the railroad's sugar."
Spanish trabalenguas,"Esta es la llave de la casa! la casa está en la plaza, en la casa hay un cuarto, dentro de el cuarto hay un piso, ensima de el piso hay una mesa, encima de la mesa hay una jaula, dentro de la jaula hay loro que canta y dice: de loro en jaula, jaula en mesa, mesa en piso, piso en cuarto, cuarto en casa, casa en la plaza ""esta es la llave de la casa""."," this is the key to the house the house is in the plaza in the house there's a room in the room there's a floor on the floor is a table on the table there's a cage inside the cage there's a bird that sings and says: from bird in cage to, cage to table, table to floor, floor to room room to house, house to plaza ""this is the key to the house""."
Spanish trabalenguas,"Un pañuelo de cuatro puntas de pura pita, de pita pura, de pita pura, de pura pita, un pañuelo de cuatro puntas."," A handkerchief with four corners of pure pita (agave thread), of pita pure, of pure pita, of pita pure, a handkerchief with four corners."
Spanish trabalenguas,Como quieres que te quiera si al que quiero que me quiera no me quiere como quiero que me quiera., How do you want me to like you if the one I want to like me does not like me the way I want him to like me.
Spanish trabalenguas,"Cuando cuentes cuentos, cuenta cuantos cuentos cuentas por que si no cuentas los cuentos que cuentas no sabrás cuantos cuentos cuentas."," When you tell tales, count how many tales you are telling, because if you don't count the tales that you are telling, you won´t know how many tales you are telling."
Spanish trabalenguas,"Tras tres tragos y otros tres,
y otros tres tras los tres tragos,
trago y trago son estragos,
travesuras de entremés,
trapola tramo y tragón,
treinta y tres tragos de ron
tras trozos de trucha extremo,
en un tris los truene el trueno."," After three drinks and another three,
and another three after the three drinks,
drink and drink (cause) devastation,
hors d'oeuvres pranks,
[nonsense word] section and glutton
33 rum drinks
followed by extreme trout pieces
in an instant might be thundered by a thunder."
Spanish trabalenguas,"Me han dicho que has dicho un dicho, que han dicho que he dicho yo. El que lo ha dicho mintió, y en caso que hubiese dicho ese dicho que han dicho que he dicho yo, dicho y redicho quedó, y estará bien dicho ese dicho que han dicho que he dicho yo."," They told me that you have said a saying, that they said I said. Who said that has lied, and if I would have said that saying that they said that I said, said and re-said is remains, and it would be well said that saying that they said I said."
Spanish trabalenguas,"El cielo esta emparangaricutirimicuarizado, quien lo desemparangaricutirimicuarizará. El desemparangaricutirimicuarizador que lo desemparangaricutirimicuarizase, buen desemparangaricutirimicuarizador será.", school kid nonsense
Spanish trabalenguas,El que poca papa gasta poca papa paga., Who wastes few potatoes pays few potatoes.
Spanish trabalenguas,Tras tus tres tristes tigres que triste estás Trinidad., After your three sad tigers how sad are you Trinidad.
Spanish trabalenguas,Por una ladera abajo iba una bifigafa con siete bifigafitos. Se cayó un bifigafito. Por ir a coger al bifigafito se cayó la bifigafa.," Down a ladder went a bifigafa with seven little bifigafos. A little bifigafo fell down. Because she went to get the little bifigafo, the bifigafa fell down."
Spanish trabalenguas,"Cuando cuentes cuentos, cuenta cuantos cuentos cuentas, cuando cuentes cuentos.", When you tell stories count how many
Spanish trabalenguas,Contigo entro un tren con trigo un tren con trigo contigo entro.," I enter a train with wheat with you, a train with wheat I enter with you."
Spanish trabalenguas,Zaca er zaco de za ar zo pa que ze zeque., Take the sack of salt out into the sun so that it can dry.
Spanish trabalenguas,"- Compadre, cómpreme un coco. - Compadre, no compro coco, porque poco coco como poco coco compro."," - Friend, buy me coconut. - Friend, I don't buy coconut, because I don't eat much coconut therefor I don't buy much coconut."
Spanish trabalenguas,Erre con erre cigarro erre con erre barril Rápido ruedan los carros cargados de azúcar al ferrocarril.," R with R cigar, R with R barrel, swift roll the wagons carrying sugar to the train."
Spanish trabalenguas,"Cuando digo digo, digo Diego Cuando digo Diego, digo digo.",
Spanish trabalenguas,"Las tablas de mi balcón mal entablilladas estan. Llamen al entablillador que las desentablille y las vuelva a entablillar mejor, que ya se le pagará como buen entablillador.",
Spanish trabalenguas,"Paco Peco, chico rico, insultaba como un loco a su tío Federico, y este dijo, - ¡Poco a poco, Paco Peco, poco pico!"," Paco Peco, (a) rich kid, Insulted his uncle Fred like a madman, And (Fred) said, ""Paco Peco, little by little, your little beak!"" (that's slang for something like shut your mouth or I'll shut it for you)"
Spanish trabalenguas,"Hay Cilicia y Cecilia, Sicilia, Silecia y Seleucia"," Cilicia is an ancient region of Asiatic Turkey, Cecilia is a saint,
Sicily (Sicilia) is an island/Italian state, Silesia (Silecia) is a region
split by current day Poland and Czeck Republic, and Seleucia was a
Hellenistic city named after King Seleucus."
Spanish trabalenguas,El sapo sapote no come camote., The sly frog eats no sweet potato.
Spanish trabalenguas,El recorre el barril., He mends the barrel.
Spanish trabalenguas,"El arzobispo de Constantinopla se quiere desarzobisconstantinopolitanizar. El desarzobisconstantinopolitanizador que lo desarzobisconstantinopolitanice, buen desarzobisconstantinopolitanizador será."," The archbishop of Constantinople wants to be un-archbishop-constantinopolized. Whoever un-archbishop-constantinopolizes him, a good un-archbishop-constantinopolizer will be."
Spanish trabalenguas,Pepe Pecas pica papas con un pico. Con un pico pica papas Pepe Pecas., Pepe Pecas is hacking potatatoes with a pick. ...
Spanish trabalenguas,Pablito clavó un clavito en la calva de un calvito. En la calva de un calvito un clavito clavó Pablito.," Pablito nailed a nail in the bald patch of a small bald man, ..."
Spanish trabalenguas,Pedro Pablo Pérez Pereira pobre pintor portugués pinta pinturas por poca plata para pasar por París.," Pedro Pablo Pérez Pereira, poor portuguese painter paints pictures for little money to survive in Paris."
Spanish trabalenguas,A mí me mima mi mamá., My mother spoils me.
Spanish trabalenguas,"Si Sansón no sazona su salsa con sal, le sale sosa; le sale sosa su salsa a Sansón si la sazona sin sal."," If Samson doesn't season his salsa with salt it turns out bland, it turns out bland, his salsa, for Samson if he seasons it without salt."
Spanish trabalenguas,"Como poco coco como, poco coco compro."," Because I eat little coconut, I buy little coconut."
Spanish trabalenguas,Parra tenía una perra y Guerra tenía una parra. La perra de Parra rompió la parra de Guerra. Entonces Guerra cogió una porra y mató a la perra de Parra., Parra had a dog and Guerra had a grapevine. The dog of Parra broke the grapevine of Guerra. Then Guerra took a club and killed the dog of Parra.
Spanish trabalenguas,"En tres tristes trastos de trigo, tres tristes tigres comían trigo. Comían trigo, tres tristes tigres, en tres tristes trastos de trigo."," From three sad pots of wheat, three sad tigers ate wheat. Three sad tigers ate wheat, from three sad pots of wheat."
Spanish trabalenguas,"Pancha plancha con cuatro planchas. 
¿Con cuántas planchas Pancha plancha?", Pancha irons with four irons. With how many irons does Pancha iron?
Spanish trabalenguas,Botifarrón desembotifarrónate.,
Spanish trabalenguas,El suelo esta encuadriculado. ¿Quién lo desencuadriculará? El desencuadriculador que lo desencuadriculó buen desencuadriculador será., The floor is chequered. Who will unchequere it? The unchequerer who could unchequere it would be a good unchequerer.
Spanish trabalenguas,El cielo está encapotado. ¿Quién lo desencapotará? El encapotador que lo desencapó buen desencapotador será., The sky is overcast. Who will uncloak it? The encloaker who encloaked it will be a good uncloaker.
Spanish trabalenguas,"Con este puñal y aquél te descorazonaré, con este puñal y aquél te descorazonaré ...",
Spanish trabalenguas,El perro de San Roque no tiene rabo porque Ramón Ramirez se lo ha robado., The dog of San Roque does not have a tail because Ramon Ramirez stole it.
Spanish trabalenguas,Mi mamá me mima mucho., My mother spoils me a lot.
Spanish trabalenguas,La gallina cenegoza que en el cenicero está déjala que se encenice que ella se desencenizará.," The chicken ash-lover is in the ashtray. Let her get full of ashes, she will un-ash herself."
Spanish trabalenguas,"Compadre, cómprame un coco. Compadre, coco no compro, que el que poco coco come, poco coco compra. Yo como poco coco como poco coco compro."," Friend buy me a coconut. Friend, I don't buy coconut, since the one who eats little coconut buys little coconut. Because I eat little coccnut I buy little coconut."
Spanish trabalenguas,"María Chucena techaba su choza cuando un leñador que por allí pasaba le dijo: > - Ni techo mi choza ni techo la ajena, techo la choza de María Chucena."," María Chucena was thatching her cottage when a woodcutter who was passing by said: María Chucena, are you thatching your cottage or somebody elses? I'm not thatching my cottage nor somebody elses, I'm thatching the cottage of María Chucena."
Spanish trabalenguas,El obispo vasco de Vizcaya busca el obispo vasco de Guipúzcoa., The Basque bishop of Vizcaya is looking for the Basque bishop of Guipuzcoa.
Spanish trabalenguas,Un perro rompe la rama del arbol., A dog breaks the tree's branch.
Spanish trabalenguas,"Buscaba el bosque Francisco, un vasco bizco, muy brusco, y al verlo le dijo un chusco, ¿Busca el bosque, vasco bizco?"," Francisco, a cross-eyed very brusque Basque, was searching for the forest. And an ill-mannered (person) who saw him, asked: Are you searching for the forest, cross-eyed Basque?"
Spanish trabalenguas,"Han dicho que he dicho un dicho, tal dicho no lo he dicho yo. Porque si yo hubiera dicho el dicho, bien dicho habría estado el dicho por haberlo dicho yo."," They have said that I have said a saying, such a saying I have not said. Because, if I would have said the saying well said that saying would have been, for having been said by me."
Spanish trabalenguas,"Perejil comí, perejil cené. ¿Cuándo me desemperelejilaré?"," Parsley I ate, parsley I dined. When will I un-parsley myself?"
Spanish trabalenguas,Tengo una gallina pinta pipiripinta gorda pipirigorda pipiripintiva y sorda que tiene tres pollitos pintos pipiripintos gordos pipirigordos pipiripintivos y sordos. Si la gallina no hubiera sido pinta pipiripinta gorda pipirigorda pipiripintiva y sorda los pollitos no hubieran sido pintos pipiripintos gordos pipirigordos pipiripintivos y sordos., Children's rhyme with some nonsense adjectives about a hen and her little chicks.
Spanish trabalenguas,"Tengo una chiva etica peletica pelin pin petica pelada, peluda pelin pin puda que tiene tres chivitos eticos peleticos pelin pin peticos pelados peludos pelin pin pudos. Si la chiva no fuese etica peletica pelin pin petica los chivitos no fueran eticos peleticos pelin pin peticos pelados peludos pelin pin pudos.", Children's rhyme with some nonsense adjectives about a goat and her little goats.
Spanish trabalenguas,El cielo esta enladrillado. ¿Quién lo desenladrillará? El desenladrillador que lo desenladrillare buen desenladrillador será.," The sky is ""bricked up"". Who will ""un-brick"" it? The ""un-bricker"" that will ""un-brick"" it a good ""un-bricker"" will be."
Spanish trabalenguas,"Ese dicho, que me han dicho, que tu has dicho, que yo he dicho, ese dicho no lo he dicho porque si lo hubiera dicho, ese dicho estaria bien dicho por haberlo dicho yo."," That saying, that they said that you said that I said, that saying I didn't say, because if I would have said it would have been well said for having been said by me."
Spanish trabalenguas,"En un juncal de Junqueira, juncos juntaba Julián. Juntóse Juan a juntarlos y juntos juncos juntaron."," In the reeds of Junqueria, Julian was collecting reeds. Juan joined him to collect them and together they collected reeds."
Spanish trabalenguas,Cabral clavó un clavo. ¿Qué clavo clavó Cabral?, Cabral nailed a nail. What nail did Cabral nail?
Spanish trabalenguas,Tres tristes tigres tragaban trigo en un trigal., Three sad tigers were swallowing wheat on a wheat field.
Spanish trabalenguas,Paranguaricutirimicuaro, A small town in Mexico
Spanish trabalenguas,"Tengo un durazno
Muy desduraznador
El que me lo desdurazne
Será un gran desduraznador.", I have a peach (tree). Very peach producing. Who would pick (all) the peaches would be a great peach picker.
Spanish trabalenguas,"Miel de abeja, miel de abeja, miel de abeja, ..."," bee's honey, bee's honey, bee's honey, ..."
Spanish trabalenguas,Tres tristes tigres tragaban trigo en un trigal en tres tristes trastos. En tres tristes trastos tragaban trigo tres tristes tigres.," Three sad tigers swallowed wheat in a wheat field from three sad bowls. In three sad bowls, three sad tigers swallowed wheat."
Spanish trabalenguas,Dábale arroz a la zorra el abad., The abbot used to give rice to the fox/vixen.
Spanish trabalenguas,"Una que habla del querer.
Como quieres que te quiera
si el que quiero que me quiera
no me quiere como quiero que me quiera.", One who speaks of loving. How do expect me to love you if the one I would love to love me doesn't love me as I would love to be loved by him.
Spanish trabalenguas,"La pícara pájara pica la típica jícara; a la típica jícara, pica la pícara pájara."," The mischievous bird bit the cup, on the cup bit the mischievous bird."
Spanish trabalenguas,Detrás del palo seco comí miel y hierba seca.," Behind the dead tree, I ate honey and dry grass."
Spanish trabalenguas,Pin pon pan para Papin., Pin serve bread for Papin.
Spanish trabalenguas,"Pablito clavó un clavito.
Un clavito clavó Pablito.
Que clavito clavó Pablito?", Pablito nailed a nail. A nail did Pablito nailed. Which nail did Pablito nailed?
Spanish trabalenguas,Chango chino rechiflado que a la changa china chiflas: ¿Porque chiflas a la changa china chango chino rechiflado?,
Spanish trabalenguas,"Chino chango chiflador que a tu china changa chiflas. Dime chino chango chiflador, ¿Por qué a tu china changa chiflas?"," Chinese whistling monkey whistling at your chinese mother. Tell me chinese whistling monkey, why do you whistle at your chinese mother?"
Spanish trabalenguas,"Madre e hija van a misa, si la madre pisa paja, la hija paja pisa."," Mother and daughter go to mass, if the mother steps on straw, the daughter on straw steps."
Spanish trabalenguas,"La gata flaca panza blanca salta a la barca, va a la mar, traga calamar."," The white-belly-slim-cat jumps into the boat, goes into the sea, gobbles up squid."
Spanish trabalenguas,"La gata flaca panza blanca pata panda salta a la barda, caza a la rata, la ataja, la atrapa, la masca, la traga. Gran rata, gran caca!"," The white-belly-warped-leg-skinny-cat jumps to the fence, hunts for, puts a stop to, catches, chews, swallows the rat. Big rat, big poop!"
